,Time,User,Tweet,Location,Retweets
1424,2023-03-29 10:29:34+00:00,dude_america,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",,256
1425,2023-03-29 10:17:35+00:00,sterlingbaht,"RT @NelsonAlmUK: @SophiaKianni I do. And it has turned out to be a huge scam.

Just like the climate warming global emergency tipping point…",,5
1426,2023-03-29 10:16:18+00:00,nojabberoo,RT @GBNEWS: 'How can we take these guys seriously when so many of their previous doomsday predictions have come to pass without so much of…,,115
1427,2023-03-29 10:15:00+00:00,Barbara46256432,RT @stephaniedowric: This is so important. We need a nuclear-free world. We need to attend to climate change and accelerating global warmin…,,20
1428,2023-03-29 10:14:09+00:00,Umvoti2022,@NewstalkZB How does that fit into your Climate Crisis conspiracy theory?? Coldest night - aren’t you supposed to be fear-mongering about Global “ warming” not “ cooling”?,"Auckland Region, New Zealand",0
1429,2023-03-29 10:07:14+00:00,fx_ijt,"RT @TonyRobinsonOBE: England is not ready for the unavoidable impacts of global warming, the government's advisers on climate change say.…",Basket Case  Britain,2
1430,2023-03-29 10:07:12+00:00,EDITORatWORK,"#environment Links to CLIMATE CHANGE AND NATURE #climate #change #global #warming #CO2 #earth #landscape_beauty #nature 
https://t.co/gS4L5Ydo73 https://t.co/omaJZXtyoV","Rural Hall, North Carolina, USA",0
1431,2023-03-29 10:05:11+00:00,TonyRobinsonOBE,"England is not ready for the unavoidable impacts of global warming, the government's advisers on climate change say.

The Committee on Climate Change (CCC) said the government hasn't achieved any of its targets and needed a policy ""step change"" to avoid loss of life.

BBC News https://t.co/Zv6Vfv8RQ8","Scarborough, England",2
1432,2023-03-29 10:04:29+00:00,Sweet_honeylu,"RT @JackRayher: Tornado-spawning storms may get worse due to global warming.
#DemVoice1 
 https://t.co/yERjxeTZDR",,20
1433,2023-03-29 10:04:12+00:00,daveknox1,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…","Sydney, New South Wales",256
1434,2023-03-29 10:03:26+00:00,Nadiahamer,"RT @DawnTJ90: Thread on AGW

Fact: Climate Change is real

Fact: Climate is always undergoing change. A stable climate is impossible.

Fact…",England,854
1435,2023-03-29 10:02:31+00:00,stbravo64,@krassenstein Not the car. Not the hammer. Not the knife. Not the Sun. Not global warming. Not climate change. Not the internet. Just guns… hmmm…. How does a gun actually load and fire at a target without a human???,"Florida, USA",0
1436,2023-03-29 09:59:45+00:00,ConcernedPers12,@COLRICHARDKEMP It’s funny how they no longer call it global warming anymore and now label it as climate change. I wonder what it will be called next when they realise people aren’t buying their crap.,Northern Ireland ,0
1437,2023-03-29 09:59:23+00:00,jaksphillips,"RT @RSPBNews: Last week’s @IPCC_CH  report made it clear that in the face of the Nature and Climate Emergencies, there is no time for inact…",,5
1438,2023-03-29 09:58:25+00:00,CCI_Cambridge,"RT @RSPBNews: Last week’s @IPCC_CH  report made it clear that in the face of the Nature and Climate Emergencies, there is no time for inact…","Cambridge, England",5
1439,2023-03-29 09:58:08+00:00,DianaFMoore,"RT @glenn_woodcock: UK government ‘strikingly unprepared’ for global warming says Climate Change Committee
 https://t.co/JBpZ6LEI6F",Exeter,1
1440,2023-03-29 09:55:47+00:00,RSPBNews,"Last week’s @IPCC_CH  report made it clear that in the face of the Nature and Climate Emergencies, there is no time for inaction or delays if we are to adapt to a warming world. 🧵⬇ https://t.co/TTJrRcE8YO","Sandy, UK",5
1441,2023-03-29 09:55:31+00:00,RogerXMathew,"RT @NetZeroWatch: “The U.N. has issued yet another global warming report that essentially says we’re doomed unless we revert to mud huts, s…",,72
1442,2023-03-29 09:54:19+00:00,glenn_woodcock,"UK government ‘strikingly unprepared’ for global warming says Climate Change Committee
 https://t.co/JBpZ6LEI6F","ÜT: 51.555035,-0.098267",1
1443,2023-03-29 09:52:06+00:00,cainntear,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",,256
1444,2023-03-29 09:52:01+00:00,LauraPh222,"“The Committee on Climate Change (CCC) said the government hasn't achieved any of its targets and needed a policy ""step change"" to avoid loss of life.
The CCC reviews the government's adaptation plans - preparations to cope with the effects of global warming.”
#ClimateEmergency https://t.co/6FcK2kSpFr",,0
1445,2023-03-29 09:51:14+00:00,BizDeclares,@CamillaHodgson @FT continuing to shine light on appalling slow pace of gov in addressing the climate and nature emergency:  UK ‘strikingly unprepared’ for global warming https://t.co/8VGg5pDAv3,,0
1446,2023-03-29 09:51:03+00:00,Peckham_Heights,"@XRebellionUK When I was in school 35 years ago we were told that London would be under water within 10-20 years due to what was then ‘global warming… rising sea levels and a hole in the ozone layer’. 
Fast forward 35 years… Nothing happened and we now call it ‘Climate change’ #ClimateBollox",,3
1447,2023-03-29 09:48:25+00:00,PaulDra0333,@BestLinksUS @jackal999_ @KevSanderz @simonateba No that title belongs to the Demoncrats and all the help they get. Climate change used to be Global warming has failed predictions since 1967. But you look on Google they say their climate change models work. That's a big lie. They worked for the first 4 years and stopped working,,0
1448,2023-03-29 09:47:01+00:00,planet_tracker,"Climate change undermines food and water security, hindering progress towards sustainable development goals. The @IPCC_CH warns that continued global warming will intensify the water cycle and extreme weather events https://t.co/xOFweW2Swo #SDGProgress #IPCCReport https://t.co/vOTZJ9J5jC","London, UK",0
1449,2023-03-29 09:44:02+00:00,climate_fact,RT @AgnMaster: #ClimateEmergency #ClimateActionNow #ClimateScam #ClimateJusticeNow A Quality Review using NOAA data reveals IPCC Exaggerate…,,1
1450,2023-03-29 09:40:59+00:00,raexell,RT @RSalgadoDArcy: A common climate change myth is that the Medieval Warm Period somehow invalidates comcern about modern global warming. I…,,3
1451,2023-03-29 09:39:36+00:00,TmsGrant,"RT @Neverofflimits: @POTUS It went from being called ""Global Warming""...to ""Climate Crisis"". When the earth wasnt warming to the degree tha…",,13
1452,2023-03-29 09:39:09+00:00,BneResidents,"RT @pollyjhemming: ""Governments are ignoring calls to stop fossil fuel expansion—despite there being little time left to avoid the worst ef…","Meanjin / Brisbane, Queensland",41
1453,2023-03-29 09:33:20+00:00,choi_afdb,"RT @UNFCCC_CTCN: #CTCN welcomes Erwin Rose as the new Chair of its Advisory Board. 👏🏾
“Innovation in #climatetech solutions is key to limit…",,5
1454,2023-03-29 09:32:24+00:00,B1G_BAZ,"@WHOFoundation @WHOAFRO Except they have been harping on about “global warming” and “climate change” since the 1980’s and absolutely nothing has changed! The earth is getting colder not warmer. The ice caps have grown larger, not shrunk and the CO2 levels are EXACTLY the same! https://t.co/ZkAtcAtVDu",United Kingdom,0
1455,2023-03-29 09:32:12+00:00,McLuhanStates,"@stephens_ben @Ed_Miliband Your scientists are not uniform. There is huge leap from anthropogenic warming to spiralling feedback loops and the rhetoric of climate crisis, and an even greater leap into ed miliband’s moralising shriek to halt modernity",London,0
1456,2023-03-29 09:31:57+00:00,prost_didier,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1457,2023-03-29 09:31:17+00:00,nickhedley,RT @BerkeleyEarth: The new Berkeley Earth High-Resolution Temperature Dataset is an exceptional tool for understanding past changes in clim…,South Africa,18
1458,2023-03-29 09:31:13+00:00,LeeWillock1,"@Iromg Let's  be real Mike there is Climate change/ Global warming it's being happening for Billion of years.

But when Climate bots start saying the world will end in 7 years this is a lie.

Cargo Ships still not even spoke about. https://t.co/MSVx836afu",Frimley Green,0
1459,2023-03-29 09:29:49+00:00,VincitOmniaVe18,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",,20
1460,2023-03-29 09:29:38+00:00,donkey0atey,"@RHRHandley @Jacob_Rees_Mogg @Conservatives Sorry I immediately thought you were a parody account... you seem to be conflating a couple of items there.
Climate change used to be called global warming and unless you've been living under a rock has been heavily debunked by scientists.
The dinghies are arriving from France?","Wales, United Kingdom",0
1461,2023-03-29 09:28:49+00:00,murola13,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",,20
1462,2023-03-29 09:28:05+00:00,Tomkane50557952,"@canutescanoe @JacquiDeevoy1 Yeah,the term global warming or hole in the ozone wasn't working,now it's called climate change.manipulating fuxxers",Canada ,0
1463,2023-03-29 09:26:19+00:00,SSF4_Ranking,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",France,139
1464,2023-03-29 09:26:18+00:00,Wave_in_june,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1465,2023-03-29 09:25:58+00:00,briangr0254,"RT @NetZeroWatch: “The U.N. has issued yet another global warming report that essentially says we’re doomed unless we revert to mud huts, s…",Northern United Kingdom,72
1466,2023-03-29 09:24:19+00:00,RoseMwebaza,"RT @UNFCCC_CTCN: #CTCN welcomes Erwin Rose as the new Chair of its Advisory Board. 👏🏾
“Innovation in #climatetech solutions is key to limit…","Copenhagen, Denmark ",5
1467,2023-03-29 09:24:15+00:00,galzig121,RT @70sBachchan: Prof Kevin Anderson's 2011 paper w Alice Bows-Larkin 'Beyond Dangerous Climate' was hair-raising intro to unforgiving logi…,,72
1468,2023-03-29 09:23:08+00:00,WendyNowak,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",London,20
1469,2023-03-29 09:22:15+00:00,OldratEssex,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…",Devil's Island,10
1470,2023-03-29 09:22:09+00:00,AvinoLoredana,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",Dijon,139
1471,2023-03-29 09:21:36+00:00,love_peace_8888,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",England,20
1472,2023-03-29 09:20:25+00:00,stephens_ben,"@McLuhanStates @Ed_Miliband Not every prediction has come true – some were too dire, others not dire enough. 

The reality, the crisis we are now living through, turns out to be somewhere in the middle. 

https://t.co/lhurs7MJyj","Brighton, UK",0
1473,2023-03-29 09:18:46+00:00,RubenANogueira,"@Greenpeace Man made global warming and climate change is one Big Hoax, as you know!",,0
1474,2023-03-29 09:18:20+00:00,1867_Owl,"@BBCNews Used to be global warming until they realized the planet wasn't warming,so they changed it to climate change.

It's all a scam.",Planet Earth,0
1475,2023-03-29 09:17:45+00:00,UNFCCC_CTCN,"#CTCN welcomes Erwin Rose as the new Chair of its Advisory Board. 👏🏾
“Innovation in #climatetech solutions is key to limit global warming to 1.5°C &amp; improve how we adapt to the climate crisis"", said Mr Rose. #technologymechanism 
https://t.co/wTf223k0W6 https://t.co/d6oSXQBb9d",,5
1476,2023-03-29 09:15:49+00:00,Justice30,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",London,20
1477,2023-03-29 09:14:34+00:00,drextremeray,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…","West Midlands, England",20
1478,2023-03-29 09:12:58+00:00,RoryScomm,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…","Slumland, UK",20
1479,2023-03-29 09:12:21+00:00,FurryDuffer,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…","Glasgow, Scotland",20
1480,2023-03-29 09:11:29+00:00,Doge97787070,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",,20
1481,2023-03-29 09:10:14+00:00,EFBiotechnology,"Our invited speaker 𝐒𝐭𝐞𝐟𝐚𝐧𝐨 𝐒𝐟𝐨𝐫𝐳𝐚 (@unipr) and the shorts talks by 𝐌𝐚𝐟𝐚𝐥𝐝𝐚 𝐝𝐚 𝐂𝐫𝐮𝐳 (@CBQF_Catolica) and 𝐀𝐫𝐧𝐞 𝐏𝐞𝐞𝐭𝐞𝐫𝐦𝐚𝐧𝐬 (@KU_Leuven) for the 3rd session on ""Biotechnology to mitigate climate change and global warming"".

#Biotechnology… https://t.co/t417RalKRT https://t.co/c44t9Kp7cD",Barcelona,0
1482,2023-03-29 09:09:02+00:00,AceLaurie384,"@janmicham @JolyonMaugham Is the climate changing? when I was at school it was global freezing, glaciers in England, 9meter sea leval rise, of course 30 years later nothing has happened , now we have started global warming, in 30 years I’ll still be here but again I doubt anything will change.",Clifton Bristol.,0
1483,2023-03-29 09:08:49+00:00,CarolineCoramUK,"@PeterTalbowicz @love1wins We believe the term was changed from Global Warming to Climate Change/Crisis so the real meaning was a little more clear to decoders. Both CC. The combined effects of As and rad effect all living things, even plants. So many toxic compounds produced by both.","Boston, Lincolnshire, UK",0
1484,2023-03-29 09:07:29+00:00,M1JSS,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…",,20
1485,2023-03-29 09:07:05+00:00,Miras_U,"RT @allthecitizens: The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricul…","London, UK , still...",20
1486,2023-03-29 09:06:20+00:00,RagonMichel,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…","Non, rien.",139
1487,2023-03-29 09:06:14+00:00,allthecitizens,"The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agriculture vulnerable even if emissions are cut, its independent climate advisers have warned. https://t.co/1RmVTDRwz9",United Kingdom,20
1488,2023-03-29 09:05:35+00:00,Stephen39093351,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",Cornwall,256
1489,2023-03-29 09:05:10+00:00,HeWakaEkeNoa,"RT @HeWakaEkeNoa: 2023’s El Niño ocean cycle could bring ‘unimaginable heat’ after three years of the cooling La Niña effect.

Forecasters…","Tamaki Makaurau, Aotearoa",1
1490,2023-03-29 09:03:29+00:00,robertkaye11,RT @stephaniedowric: This is so important. We need a nuclear-free world. We need to attend to climate change and accelerating global warmin…,Woiworung Country. Melbourne,20
1491,2023-03-29 09:01:38+00:00,milanau12,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",Europe and Australia,256
1492,2023-03-29 09:01:13+00:00,mrbond007888,"RT @GauteNilsen: Is it fair to claim that ""climate science"" 

and ""global warming"" 

is based on the denial of history ???

👉because it doe…","London, England",27
1493,2023-03-29 09:00:22+00:00,Jones_MattW,"@ScientificData @UNFCCC @Peters_Glen @robbie_andrew @JoGuetschow @PFriedling @clequere @HorizonEU @V_ERIFY_H2020 @NERCscience @gcarbonproject @TyndallCentre @ClimateUEA_ @ueaenv @UEAResearch Methods in brief

(1) CO2 emissions data from @gcarbonproject @robbie_andrew

(2) CH4 &amp; N2O emissions data from @PIK_Climate PRIMAP @JoGuetschow . CO2-equivalent emissions calculated using central @IPCC_CH values of global warming potential (100 year horizon). GWP* for CH4. https://t.co/CTTZdQYoU2","University of East Anglia, UK",0
1494,2023-03-29 08:58:42+00:00,wintermachine3,"So stop being annoying you bunch of coconut climate change and global warming activists. You guys are just noisy, not helping and talk to much. Noob weaklings.",,0
1495,2023-03-29 08:58:38+00:00,cohelongo,"Judge Pastor Vilanova asks the Govt (inviting the appl to intervene too) to explain the apparent contradiction between the Federal Tribunal saying there is still time to prevent fatal global warming, and declarations by cantons and towns declaring a climate emergency.",,1
1496,2023-03-29 08:57:13+00:00,wintermachine3,"These 4 margins cause natural disasters such as earthquakes, tsunamis, landslides, wholes in our planet and so on. Not to mention “The Ring of Fire”. So basically, there is no way to stop Global Warming and Climate change.",,0
1497,2023-03-29 08:52:30+00:00,sazkasam,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1498,2023-03-29 08:52:07+00:00,louhaley,RT @rebecca_morgan: They are fucking with everything! Global warming/climate change will not be what destroys the planet!,Planet Earth .. for now!,2
1499,2023-03-29 08:49:16+00:00,AO1JMM,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",San Diego CA,256
1500,2023-03-29 08:47:46+00:00,OliCox12,"RT @NetZeroWatch: “The U.N. has issued yet another global warming report that essentially says we’re doomed unless we revert to mud huts, s…",,72
1501,2023-03-29 08:47:29+00:00,NormaS93718016,RT @jordanbpeterson: Global warming no climate change no ok then how about climate swings then @wef slouch back to hell Klaus,,183
1502,2023-03-29 08:46:39+00:00,iamnotchattel,"@MailOnline Wow we better make up another tax like we did for global warming/climate change. 
What a load of 💩💩",,0
1503,2023-03-29 08:45:26+00:00,iamnotchattel,@Mlaw100 @MailOnline Because global warming/climate change wasn't working 🤣,,0
1504,2023-03-29 08:45:14+00:00,Ianiszew,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",Santiago de Chile,256
1505,2023-03-29 08:39:54+00:00,AndyPhalanx30,"Wash, blow dry &amp; talk to me about global warming please: Hairdressers trained to talk about ‘climate action’ to customers https://t.co/PuzX8Z8leT",,0
1506,2023-03-29 08:39:15+00:00,SebRou55el,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",France,139
1507,2023-03-29 08:38:40+00:00,Larg3Professor,@rexglacer @rexglacer the Religion of Global Warming https://t.co/plbxJX6ciQ,,1
1508,2023-03-29 08:38:02+00:00,climate_fact,"RT @DaeminErish: @RyanBretonWX @_ClimateCraze 30 yrs. later, global warming still hasn't sunk Maldives

The Paranoid CNN Zealot Propaganda…",,1
1509,2023-03-29 08:37:00+00:00,Arumuga42636871,"RT @beghav: @SadhguruJV Drought
Desertification
Flood
Global warming
Climate change
Major environmental problems, so healthy soil is the so…",,4
1510,2023-03-29 08:36:56+00:00,kato_sarmiento,"“It’s clear what needs doing and we can do it.""

#climateaction #climatejustice #riskreduction 

IPCC climate change report: Can we avoid 1.5°C of global warming? https://t.co/SU2TuRtvd3",Philippines,0
1511,2023-03-29 08:36:48+00:00,Godaoteking,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1512,2023-03-29 08:33:22+00:00,Honora88911989,"RT @NetZeroWatch: “The U.N. has issued yet another global warming report that essentially says we’re doomed unless we revert to mud huts, s…",,72
1513,2023-03-29 08:31:42+00:00,madeleinebio07,"An increasingly warmer and drier climate increases aggression in Appennine chamois, a new study finds. This means that with global warming, we could see an increase in conflict between members of the same species. #BI6192 #conflict #animalbehaviour 
https://t.co/FMxkI2u3aB","Chester, England",0
1514,2023-03-29 08:31:06+00:00,hethrobryryhale,RT @VenusianAndroid: @hethrobryryhale The polar regions are early warning signs showing the effects of Climate Change. To scientists &amp; the…,Florida USA,1
1515,2023-03-29 08:29:51+00:00,FrMech,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1516,2023-03-29 08:29:45+00:00,wintermachine3,I hate global warming and climate activists. Like non of em provide us with any solutions what so ever. And all they do is just make noise and get mad. When we cannot avoid global warming and climate change at all.,,0
1517,2023-03-29 08:26:31+00:00,fraisetagada89,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1518,2023-03-29 08:26:21+00:00,Chingasgook1,"RT @PeteDurnell: https://t.co/vTORG52JNe

Global climate is constantly changing, is currently in a ""warming up slightly"" phase.

The idea h…",,5
1519,2023-03-29 08:25:05+00:00,billbows73,RT @70sBachchan: Prof Kevin Anderson's 2011 paper w Alice Bows-Larkin 'Beyond Dangerous Climate' was hair-raising intro to unforgiving logi…,,72
1520,2023-03-29 08:23:14+00:00,the_ecologist,RT @70sBachchan: Prof Kevin Anderson's 2011 paper w Alice Bows-Larkin 'Beyond Dangerous Climate' was hair-raising intro to unforgiving logi…,Devon,72
1521,2023-03-29 08:22:37+00:00,reclaimthefacts,"RT @RSalgadoDArcy: A common talking point of climate deniers is that global warming is unexceptional. In my latest video, I put the climate…","Dietikon, Schweiz",4
1522,2023-03-29 08:22:01+00:00,ChattyP88777897,"@LucindaRhysEvan @climate_fact @TheCanaryUK Here in the US the #ClimateCult has intentionally set fires &amp; blames climate change. The supposed “global warming” is being used as a cover to push the #NWO. Like Covid, get us in lockdowns, cut off freedom, get us under their tyrannical one world government",,0
1523,2023-03-29 08:21:15+00:00,JonLeCook,RT @RSalgadoDArcy: A common climate change myth is that the Medieval Warm Period somehow invalidates comcern about modern global warming. I…,Australia,3
1524,2023-03-29 08:21:13+00:00,Marcelo12444966,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1525,2023-03-29 08:19:58+00:00,Tonylieu99,RT @nytimes: Breaking News: Earth is likely to cross a critical global warming threshold within the next decade unless drastic changes are…,,4303
1526,2023-03-29 08:19:52+00:00,Thauseti,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",,139
1527,2023-03-29 08:18:17+00:00,Rob56200474,"RT @NetZeroWatch: “The U.N. has issued yet another global warming report that essentially says we’re doomed unless we revert to mud huts, s…",,72
1528,2023-03-29 08:15:56+00:00,DrYool,"@OdedRechavi Hang on - no-one here's *that* old! For myself, I flipped straight from the Cold War into the Climate Crisis (back when it was more charmingly called Global Warming). Do not pass go, do not dodge existential threats.","Southampton, UK",0
1529,2023-03-29 08:14:36+00:00,MarkNewsUK,"@BarryCusack @GBNEWS @Jacob_Rees_Mogg Global Warming is Artificially Created on Fraudulent Data Manipulation &amp; Concealment.

https://t.co/lELOuoOdhm",england,0
1530,2023-03-29 08:13:01+00:00,leeshe1985,RT @nytimes: Breaking News: Earth is likely to cross a critical global warming threshold within the next decade unless drastic changes are…,"Denver, CO",4303
1531,2023-03-29 08:12:19+00:00,contactribg,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…","Manchester, England",10
1532,2023-03-29 08:11:26+00:00,rebecca_morgan,They are fucking with everything! Global warming/climate change will not be what destroys the planet! https://t.co/oQJFSXuYbP,Land of the free,2
1533,2023-03-29 08:10:02+00:00,hilarywilce,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…", UK,10
1534,2023-03-29 08:09:23+00:00,MixIntelligence,"Rt @wef 
This scientist and author will make you care about melting glaciers https://t.co/FjUkloM65t @jemmawadham @WEFBookClub #climatechange #glaciers https://t.co/JI4bvoVceu",worldwide,0
1535,2023-03-29 08:03:53+00:00,ChristineElie4,"RT @OWStarr: Hey, @potus, @flotus, @usfws, @SecDebHaaland if you care about climate, protecting or expanding the populations of nine key gr…",,65
1536,2023-03-29 07:57:17+00:00,mag55rbt,"RT @PeteDurnell: https://t.co/vTORG52JNe

Global climate is constantly changing, is currently in a ""warming up slightly"" phase.

The idea h…",United Kingdom,5
1537,2023-03-29 07:57:12+00:00,clynt1962,@GregHands The Tories received millions in donations from corporations that extract fossil fuels causing global warming and climate catastrophe #LocalElections2023 vote out the #ToriesDestroyingOurCountry,UK/Germany,0
1538,2023-03-29 07:55:36+00:00,infocaribstip,"RT @CaribaeaI: The latest #IPCC report, bringing together intergovernmental #climate experts, confirms highly pessimistic scenarios. We mus…",,1
1539,2023-03-29 07:55:07+00:00,FROSTEYe,"Global warming (X)
Climate change (O) https://t.co/Oahr0nv3aA",NOWhere,0
1540,2023-03-29 07:54:39+00:00,TheTeaLady33,"RT @latimeralder: Latimer proudly presents:

'Climate Change - The Big Perspective for Humanity'

Whether you live at  +30C in Khartoum or…",,70
1541,2023-03-29 07:53:23+00:00,MarkNewsUK,"@BarryCusack @GBNEWS @Jacob_Rees_Mogg Satellite data shows up climate forecasts

three satellite networks have revealed global warming has mostly occurred below the predicted average of over 100 climate change models and now cooling.

https://t.co/DqeC8tIPhX",england,0
1542,2023-03-29 07:53:01+00:00,TaodeHaas,RT @stephaniedowric: This is so important. We need a nuclear-free world. We need to attend to climate change and accelerating global warmin…,New South Wales,20
1543,2023-03-29 07:49:41+00:00,JessfromW,"RT @PeteDurnell: https://t.co/vTORG52JNe

Global climate is constantly changing, is currently in a ""warming up slightly"" phase.

The idea h…",Wales,5
1544,2023-03-29 07:48:51+00:00,PeteDurnell,"https://t.co/vTORG52JNe

Global climate is constantly changing, is currently in a ""warming up slightly"" phase.

The idea humans not only could, but have influenced it, and can now reverse this influence

- relatively new

- complete nonsense

#NetZero is #NetStupid

@TiceRichard","Warley, West Midlands",5
1545,2023-03-29 07:48:06+00:00,DTH1420,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",Belgique,139
1546,2023-03-29 07:47:08+00:00,dzelioap,"RT @tdemigueles: The US will probably get more killer tornado- and hail-spawning supercell storms due to global warming, a new study by @Wa…",,76
1547,2023-03-29 07:46:57+00:00,PeterJeffree,"RT @TruePublica: ""The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agricultu…",Watford,2
1548,2023-03-29 07:45:35+00:00,TruePublica,"""The UK government is “strikingly unprepared” for the effects of global warming, leaving vital sectors including agriculture vulnerable even if emissions are cut, its independent climate advisers have warned.""
#ClimateEmergency #ClimateCrisis 
https://t.co/kLqilCJ3FV",United Kingdom,2
1549,2023-03-29 07:45:26+00:00,1truenorth1,"RT @MatthewWielicki: The global temp, if there is such a thing, according to the @IPCC_CH, has increased by about 1.1°C in about two centur…",Norway,256
1550,2023-03-29 07:44:04+00:00,WhitesidePaula,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…",,10
1551,2023-03-29 07:44:02+00:00,FoxonFrancoise,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…","London, England",10
1552,2023-03-29 07:43:44+00:00,vince505050,"RT @Elpis_R: 1890's Another Glacial Period 😳

1930's Great Deluge Forecast 😳

1970's Coming Ice Age 😳

1980's Ozone Hole 😳

2000's Global W…",Portugal Barrancos (Béja),139
1553,2023-03-29 07:41:41+00:00,MediapublisherC,"@SophiaKianni Climate Change or Global Warming?
WHY DID YOU CHANGE YOUR BRANDING STRATEGY?
Used to be ACID RAIN, then OZONE LAYER HOLE, then GLOBAL WARMING and now CLIMATE CHANGE.",NW North America (AB/Canada),0
1554,2023-03-29 07:40:49+00:00,WNethercott,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…",United Kingdom,10
1555,2023-03-29 07:40:07+00:00,jono_pce,"RT @davesumnersmith: Extraordinary! The UK is “strikingly unprepared” for the impacts of the climate crisis, according to the Climate Chang…",,10
